id,H,T,MWDIR
202006161133.jpg,0.19,3.04,336.0
202006161233.jpg,0.17,3.08,999.0
202006161333.jpg,0.2,2.9,6.0
202006161433.jpg,0.2,3.0,32.0
202006171133.jpg,0.1,99.0,999.0
202006171233.jpg,0.11,2.25,342.0
202006171333.jpg,0.12,2.27,999.0
202006171433.jpg,0.12,2.16,143.0
202006181133.jpg,0.08,2.68,125.0
202006181233.jpg,0.1,2.68,999.0
202006181333.jpg,0.1,2.68,999.0
202006191233.jpg,0.08,99.0,74.0
202006191333.jpg,0.09,2.15,180.0
202006191433.jpg,0.12,99.0,999.0
202006201133.jpg,0.17,2.13,999.0
202006201233.jpg,0.31,2.14,241.0
202006201333.jpg,0.33,2.24,251.0
202006201433.jpg,0.3,2.42,246.0
202006201733.jpg,0.27,2.03,209.0
202006201933.jpg,0.42,3.1,270.0
202006211233.jpg,0.12,2.02,43.0
202006211333.jpg,0.13,99.0,175.0
202006212233.jpg,0.08,2.14,999.0
202006221133.jpg,0.11,99.0,176.0
202006221233.jpg,0.15,99.0,999.0
202006221333.jpg,0.15,99.0,191.0
202006221433.jpg,0.15,99.0,223.0
202006221503.jpg,0.14,99.0,332.0
202006231333.jpg,0.95,5.15,352.0
202006231433.jpg,0.98,5.88,57.0
202006231533.jpg,0.91,5.71,18.0
202006231633.jpg,0.75,5.78,12.0
202006231733.jpg,0.74,5.57,339.0
202006231833.jpg,0.69,5.37,72.0
202006231933.jpg,0.7,5.65,26.0
202006232033.jpg,0.61,6.12,329.0
202006232134.jpg,1.01,4.65,1.0
202006232233.jpg,0.86,4.38,21.0
202006241133.jpg,0.41,4.98,65.0
202006241333.jpg,0.34,4.99,326.0
202006241433.jpg,0.31,4.66,332.0
202006241533.jpg,0.29,4.28,256.0
202006241633.jpg,0.25,4.7,195.0
202006241734.jpg,0.23,5.44,213.0
202006241833.jpg,0.3,3.01,213.0
202006242033.jpg,0.34,99.0,163.0
202006242233.jpg,0.33,99.0,193.0
202006251133.jpg,0.22,2.51,316.0
202006251333.jpg,0.17,2.33,325.0
202006251433.jpg,0.18,2.54,345.0
202006251533.jpg,0.2,2.68,999.0
202006251633.jpg,0.15,2.8,10.0
202006251703.jpg,0.16,3.33,190.0
202006261333.jpg,0.2,99.0,999.0
202006261533.jpg,0.14,99.0,251.0
202006261633.jpg,0.19,99.0,999.0
202006261733.jpg,0.15,2.06,270.0
202006261833.jpg,0.14,2.05,223.0
202006261933.jpg,0.33,99.0,60.0
202006262033.jpg,0.56,2.29,90.0
202006262103.jpg,1.48,2.29,999.0
202006262233.jpg,1.45,4.06,248.0
202006270033.jpg,1.04,3.81,253.0
202006271133.jpg,0.17,99.0,999.0
202006271233.jpg,0.15,99.0,282.0
202006271333.jpg,0.15,99.0,292.0
202006271433.jpg,0.17,99.0,353.0
202006271533.jpg,0.15,2.15,999.0
202006271833.jpg,0.2,2.05,999.0
202006272033.jpg,0.33,2.27,231.0
202006272233.jpg,0.26,2.32,264.0
202006281133.jpg,0.12,2.38,178.0
202006281233.jpg,0.17,2.49,999.0
202006281333.jpg,0.19,99.0,6.0
202006281433.jpg,0.21,99.0,318.0
202006281533.jpg,0.24,99.0,63.0
202006281633.jpg,0.26,99.0,53.0
202006281706.jpg,0.32,2.22,85.0
202006281833.jpg,0.33,2.63,31.0
202006281933.jpg,0.37,2.7,999.0
202006282003.jpg,0.32,2.9,46.0
202006291103.jpg,0.13,2.51,352.0
202006291533.jpg,0.11,99.0,121.0
202006291633.jpg,0.2,2.28,285.0
202006291933.jpg,0.32,2.68,999.0
202006292033.jpg,0.44,2.69,22.0
202006292204.jpg,0.41,3.03,332.0
202006301233.jpg,0.18,99.0,58.0
202006301333.jpg,0.23,99.0,60.0
202006301433.jpg,0.21,99.0,999.0
202006301534.jpg,0.12,99.0,999.0
202006301633.jpg,0.18,99.0,999.0
202006301733.jpg,0.27,99.0,14.0
202006301833.jpg,0.28,2.1,33.0
202006301934.jpg,0.28,2.35,53.0
202007011133.jpg,0.13,14.45,999.0
202007011233.jpg,0.18,5.49,3.0
202007011333.jpg,0.29,99.0,32.0
202007011433.jpg,0.33,99.0,22.0
202007011603.jpg,0.4,2.11,25.0
202007041133.jpg,0.29,3.63,28.0
202007041233.jpg,0.26,3.43,999.0
202007041333.jpg,0.26,3.0,5.0
202007041433.jpg,0.3,3.26,353.0
202007041533.jpg,0.38,2.69,336.0
202007041607.jpg,0.43,3.21,9.0
202007062206.jpg,0.08,99.0,999.0
202007072206.jpg,0.08,99.0,202.0
202007081133.jpg,0.22,3.58,358.0
202007081233.jpg,0.19,3.23,341.0
202007081333.jpg,0.17,3.15,8.0
202007081433.jpg,0.18,3.36,357.0
202007081533.jpg,0.15,3.01,16.0
202007081633.jpg,0.15,3.21,999.0
202007091233.jpg,0.09,99.0,258.0
202007091333.jpg,0.21,99.0,999.0
202007091433.jpg,0.25,99.0,229.0
202007091533.jpg,0.24,99.0,184.0
202007091633.jpg,0.21,99.0,228.0
202007091733.jpg,0.27,99.0,999.0
202007091833.jpg,0.28,99.0,999.0
202007091933.jpg,0.27,99.0,999.0
202007092003.jpg,0.28,99.0,196.0
202007101133.jpg,1.84,4.12,299.0
202007101233.jpg,1.82,5.09,330.0
202007101433.jpg,1.6,5.25,339.0
202007101536.jpg,1.45,5.65,335.0
202007101633.jpg,1.17,5.8,287.0
202007101733.jpg,1.1,5.59,80.0
202007101833.jpg,0.88,5.36,326.0
202007101933.jpg,0.79,5.53,351.0
202007102033.jpg,0.69,5.61,359.0
202007102133.jpg,0.67,4.89,350.0
202007102233.jpg,0.68,4.52,31.0
202007111233.jpg,0.66,4.4,59.0
202007111333.jpg,0.57,4.44,101.0
202007111433.jpg,0.5,4.19,156.0
202007111533.jpg,0.68,4.4,999.0
202007111634.jpg,0.77,3.8,999.0
202007112237.jpg,0.31,4.16,150.0
202007121133.jpg,0.82,2.89,999.0
202007121233.jpg,1.3,3.61,96.0
202007121333.jpg,1.56,4.2,3.0
202007121433.jpg,1.63,4.46,353.0
202007121533.jpg,1.49,4.98,13.0
202007121633.jpg,1.49,5.35,355.0
202007121933.jpg,1.51,5.32,999.0
202007122003.jpg,1.65,5.77,329.0
202007131833.jpg,0.39,4.06,160.0
202007131903.jpg,0.37,3.3,60.0
202007141433.jpg,0.11,99.0,999.0
202007141533.jpg,0.13,99.0,149.0
202007141939.jpg,0.3,99.0,210.0
202007142034.jpg,0.25,99.0,258.0
