id,H,T,MWDIR
201704191334.jpg,0.01,12.15,45.0
201704191433.jpg,0.01,8.24,47.0
201704191533.jpg,0.01,10.36,43.0
201704251533.jpg,0.23,6.33,216.0
201704251633.jpg,0.31,99.0,179.0
201704251733.jpg,0.37,2.01,155.0
201704251834.jpg,0.36,2.05,167.0
201704251934.jpg,0.3,2.07,142.0
201704252033.jpg,0.2,99.0,137.0
201704252133.jpg,0.13,99.0,177.0
201704252233.jpg,0.23,99.0,136.0
201704260033.jpg,0.2,99.0,156.0
201704261233.jpg,0.58,2.71,999.0
201704261333.jpg,0.6,3.09,243.0
201704261433.jpg,0.7,3.34,999.0
201704261533.jpg,0.57,3.58,243.0
201704261633.jpg,0.59,3.61,999.0
201704261733.jpg,0.38,3.32,261.0
201704261833.jpg,0.33,3.04,259.0
201704261934.jpg,0.28,3.03,999.0
201704262033.jpg,0.27,2.85,999.0
201704262133.jpg,0.21,2.7,278.0
201704262233.jpg,0.24,99.0,999.0
201704270033.jpg,0.13,2.09,263.0
201704271233.jpg,1.62,4.85,999.0
201704271333.jpg,1.39,4.74,289.0
201704271433.jpg,1.44,4.44,999.0
201704271533.jpg,1.25,4.34,999.0
201704271633.jpg,1.13,4.31,270.0
201704271733.jpg,1.0,4.05,273.0
201704271933.jpg,0.92,4.25,999.0
201704272033.jpg,1.02,3.83,999.0
201704272133.jpg,1.06,4.18,270.0
201704272233.jpg,1.05,3.93,284.0
201704280033.jpg,0.66,3.84,299.0
201704281233.jpg,0.19,99.0,57.0
201704281333.jpg,0.25,99.0,195.0
201704281433.jpg,0.17,99.0,197.0
201704281533.jpg,0.2,99.0,41.0
201704281633.jpg,0.3,99.0,85.0
201704281733.jpg,0.34,2.23,32.0
201704281833.jpg,0.37,2.55,25.0
201704281933.jpg,0.38,2.73,21.0
201704282033.jpg,0.35,2.86,999.0
201704282133.jpg,0.36,2.99,999.0
201704290034.jpg,0.53,2.74,46.0
201704291233.jpg,1.76,5.49,17.0
201704291333.jpg,1.72,5.18,8.0
201704291433.jpg,2.1,5.59,8.0
201704291533.jpg,2.15,6.14,999.0
201704291633.jpg,2.07,6.71,359.0
201704291733.jpg,2.15,6.27,999.0
201704291833.jpg,2.23,6.78,351.0
201704291933.jpg,2.44,6.6,999.0
201704292033.jpg,2.67,6.65,3.0
201704292133.jpg,2.7,5.78,999.0
201704292233.jpg,2.46,6.66,356.0
201704300033.jpg,1.76,7.04,999.0
201704301233.jpg,0.72,5.05,34.0
201704301333.jpg,0.92,5.26,999.0
201704301433.jpg,0.83,5.4,999.0
201704301533.jpg,0.91,5.26,333.0
201704301633.jpg,0.92,4.89,1.0
201704301733.jpg,0.96,5.32,355.0
201704301833.jpg,0.86,5.62,323.0
201704301933.jpg,0.91,5.45,6.0
201704302033.jpg,0.84,5.86,347.0
201704302134.jpg,0.84,5.94,2.0
201704302233.jpg,0.83,6.11,351.0
201705010033.jpg,0.72,5.38,286.0
201705011334.jpg,0.81,6.28,999.0
201705011434.jpg,1.01,5.39,999.0
201705011534.jpg,1.45,4.43,272.0
201705011733.jpg,1.14,4.16,261.0
201705011833.jpg,1.2,4.03,-1.0
201705011933.jpg,1.2,4.31,252.0
201705012033.jpg,1.39,3.98,279.0
201705012134.jpg,1.46,4.47,269.0
201705012234.jpg,1.39,4.76,999.0
201705020034.jpg,1.56,4.55,276.0
201705021234.jpg,1.56,4.8,301.0
201705021333.jpg,1.48,4.62,297.0
201705021433.jpg,1.66,4.67,999.0
201705021533.jpg,1.18,4.74,349.0
201705021833.jpg,0.93,4.03,252.0
201705022033.jpg,0.85,3.76,999.0
201705022134.jpg,0.83,4.24,329.0
201705022233.jpg,0.7,4.77,282.0
201705030033.jpg,0.52,4.07,232.0
201705031233.jpg,0.41,5.74,311.0
201705031334.jpg,0.42,5.67,14.0
201705031433.jpg,0.42,5.45,13.0
201705031533.jpg,0.46,4.53,45.0
201705031633.jpg,0.49,2.43,999.0
201705031733.jpg,0.49,2.47,999.0
201705031834.jpg,0.54,2.98,72.0
201705031933.jpg,0.49,2.99,67.0
201705032033.jpg,0.46,2.95,999.0
201705032134.jpg,0.49,2.37,46.0
201705032234.jpg,0.44,3.31,37.0
201705040033.jpg,0.43,3.37,999.0
201705041233.jpg,1.37,4.37,20.0
201705041333.jpg,1.53,4.45,999.0
201705041433.jpg,1.28,4.44,999.0
201705041533.jpg,1.27,4.25,50.0
201705041633.jpg,1.17,4.61,7.0
201705041733.jpg,1.21,4.76,53.0
201705041833.jpg,1.02,4.49,349.0
201705041933.jpg,0.96,4.55,159.0
201705042033.jpg,1.06,4.35,74.0
201705042133.jpg,0.98,3.91,303.0
201705042233.jpg,1.0,4.39,9.0
201705051233.jpg,2.56,6.17,8.0
201705051333.jpg,2.41,6.93,4.0
201705051433.jpg,2.55,6.5,18.0
201705051533.jpg,2.71,6.76,14.0
201705051633.jpg,2.53,6.86,29.0
201705051733.jpg,2.69,7.16,8.0
201705051833.jpg,2.2,6.74,14.0
201705051933.jpg,2.62,7.7,335.0
201705052033.jpg,2.56,8.09,354.0
201705052133.jpg,2.08,7.0,24.0
201705052233.jpg,1.98,7.18,14.0
201705060033.jpg,1.71,6.86,335.0
201705061233.jpg,1.79,6.03,999.0
201705061333.jpg,1.87,5.84,25.0
201705061433.jpg,1.75,5.96,28.0
201705061533.jpg,1.92,6.26,999.0
201705061633.jpg,1.77,5.67,14.0
201705061733.jpg,1.89,6.2,20.0
201705061833.jpg,1.78,6.59,1.0
201705061933.jpg,1.64,6.68,17.0
201705062033.jpg,1.44,6.59,343.0
201705062133.jpg,1.49,6.73,5.0
201705062233.jpg,1.58,6.6,20.0
201705071233.jpg,1.25,4.93,56.0
201705071333.jpg,1.2,5.41,0.0
201705071433.jpg,1.13,5.55,359.0
201705071533.jpg,1.23,5.62,310.0
201705071633.jpg,1.24,5.17,9.0
201705071733.jpg,1.24,5.62,23.0
201705071833.jpg,1.21,5.71,999.0
201705071934.jpg,1.21,5.75,360.0
201705072033.jpg,1.42,6.75,16.0
201705072133.jpg,1.28,6.07,3.0
201705081333.jpg,0.55,3.76,43.0
201705081433.jpg,0.55,4.46,999.0
201705081533.jpg,0.54,3.85,999.0
201705081633.jpg,0.53,4.11,346.0
201705081733.jpg,0.57,4.82,335.0
201705081833.jpg,0.67,4.62,331.0
201705081933.jpg,0.6,5.86,336.0
201705082033.jpg,0.59,4.42,999.0
201705082133.jpg,0.58,2.69,49.0
201705082233.jpg,0.62,3.17,39.0
201705091233.jpg,0.24,3.55,14.0
201705091333.jpg,0.23,3.38,29.0
201705091433.jpg,0.26,3.17,34.0
201705091533.jpg,0.25,3.3,999.0
201705091633.jpg,0.25,3.07,13.0
201705091733.jpg,0.31,3.14,36.0
201705091833.jpg,0.34,2.16,32.0
201705091933.jpg,0.42,2.14,39.0
201705092033.jpg,0.48,2.51,34.0
201705092133.jpg,0.57,2.71,999.0
201705092233.jpg,0.58,3.33,43.0
201705100033.jpg,0.49,3.48,20.0
201705101233.jpg,0.27,99.0,19.0
201705101333.jpg,0.24,99.0,33.0
201705101433.jpg,0.23,99.0,22.0
201705101533.jpg,0.21,99.0,28.0
201705101633.jpg,0.21,99.0,41.0
201705101733.jpg,0.18,99.0,50.0
201705101834.jpg,0.22,99.0,32.0
201705101933.jpg,0.47,2.38,17.0
201705102033.jpg,1.23,2.71,999.0
201705102133.jpg,1.75,4.02,999.0
201705102233.jpg,1.55,4.48,28.0
201705110033.jpg,0.94,4.36,999.0
201705111333.jpg,0.5,3.28,23.0
201705111433.jpg,0.49,3.1,25.0
201705111533.jpg,0.47,2.99,999.0
201705111633.jpg,0.48,2.82,41.0
201705111733.jpg,0.44,2.83,22.0
201705111833.jpg,0.43,2.91,347.0
201705111934.jpg,0.45,2.97,999.0
201705112033.jpg,0.35,2.81,3.0
201705112133.jpg,0.31,2.87,22.0
201705112233.jpg,0.33,2.77,999.0
201705120034.jpg,0.33,3.35,42.0
201705121233.jpg,0.28,2.05,9.0
201705121333.jpg,0.26,2.04,999.0
201705121433.jpg,0.26,2.26,191.0
201705121534.jpg,0.29,99.0,0.0
201705121633.jpg,0.39,2.17,5.0
201705121734.jpg,0.37,2.35,18.0
201705121833.jpg,0.38,2.69,999.0
201705121933.jpg,0.32,2.74,14.0
201705122033.jpg,0.28,2.56,46.0
201705122133.jpg,0.26,2.67,999.0
201705122234.jpg,0.26,2.76,31.0
201705130034.jpg,0.22,2.55,999.0
201705131334.jpg,0.14,2.7,354.0
201705131433.jpg,0.14,2.67,192.0
201705131533.jpg,0.15,99.0,232.0
201705131633.jpg,0.16,99.0,221.0
201705131733.jpg,0.18,99.0,999.0
201705131834.jpg,0.19,2.26,260.0
201705131933.jpg,0.17,2.52,253.0
201705132033.jpg,0.17,2.61,291.0
201705132133.jpg,0.16,2.62,306.0
201705132233.jpg,0.14,2.39,309.0
201705140033.jpg,0.11,2.47,315.0
201705141333.jpg,0.29,2.3,4.0
201705141433.jpg,0.37,2.14,12.0
201705141533.jpg,0.42,2.52,17.0
201705141634.jpg,0.51,2.56,999.0
201705141734.jpg,0.59,2.87,999.0
201705141833.jpg,0.61,3.14,33.0
201705141934.jpg,0.66,3.58,999.0
201705142033.jpg,0.74,3.5,999.0
201705142134.jpg,0.67,3.67,350.0
201705142234.jpg,0.68,3.94,56.0
201705151234.jpg,0.34,2.12,30.0
201705151334.jpg,0.28,2.12,134.0
201705151433.jpg,0.24,2.12,153.0
201705151533.jpg,0.25,2.12,136.0
201705151633.jpg,0.24,3.07,115.0
201705151733.jpg,0.23,3.93,193.0
201705151833.jpg,0.2,3.04,128.0
201705151934.jpg,0.22,2.39,999.0
201705152033.jpg,0.29,99.0,108.0
201705152133.jpg,0.35,2.13,139.0
201705152233.jpg,0.23,99.0,106.0
201705160033.jpg,0.26,99.0,168.0
201705161233.jpg,0.22,2.08,233.0
201705161333.jpg,0.31,2.08,223.0
201705161433.jpg,0.41,2.32,218.0
201705161533.jpg,0.58,2.68,241.0
201705161633.jpg,0.69,3.09,244.0
201705161733.jpg,0.85,3.44,999.0
201705161833.jpg,0.87,3.52,999.0
201705161933.jpg,0.73,3.58,999.0
