id,H,T,MWDIR
201406101133.jpg,0.27,3.2,349.0
201406101334.jpg,0.26,3.31,354.0
201406101633.jpg,0.4,2.46,2.0
201406101933.jpg,0.57,2.9,10.0
201406102134.jpg,0.84,3.53,359.0
201406111133.jpg,0.4,99.0,999.0
201406111333.jpg,0.6,4.05,999.0
201406111633.jpg,0.55,3.41,999.0
201406111904.jpg,0.43,3.32,173.0
201406112133.jpg,0.39,5.14,331.0
201406121133.jpg,0.28,4.34,129.0
201406121333.jpg,0.24,4.21,161.0
201406121633.jpg,0.38,99.0,999.0
201406121933.jpg,0.37,99.0,281.0
201406122133.jpg,0.38,2.79,355.0
201406131134.jpg,0.81,3.52,999.0
201406131334.jpg,0.4,2.83,999.0
201406131633.jpg,0.27,10.45,999.0
201406131933.jpg,0.26,2.72,16.0
201406132134.jpg,0.21,2.88,999.0
201406141104.jpg,0.22,2.35,262.0
201406141334.jpg,0.19,2.13,264.0
201406141634.jpg,0.2,99.0,78.0
201406141933.jpg,0.3,99.0,161.0
201406142134.jpg,0.19,2.13,999.0
201406151133.jpg,0.51,2.26,196.0
201406151334.jpg,0.66,2.67,190.0
201406151634.jpg,0.67,2.87,222.0
201406151933.jpg,0.61,3.08,999.0
201406152134.jpg,0.47,3.17,999.0
201406161134.jpg,0.08,99.0,342.0
201406161334.jpg,0.07,99.0,999.0
201406161634.jpg,0.1,99.0,999.0
201406161935.jpg,0.19,99.0,75.0
201406162134.jpg,0.13,99.0,999.0
201406171104.jpg,1.37,3.82,999.0
201406171334.jpg,0.47,3.52,244.0
201406171633.jpg,0.15,2.77,274.0
201406171933.jpg,0.13,99.0,999.0
201406172134.jpg,0.11,99.0,222.0
201406181133.jpg,0.23,2.31,250.0
201406181333.jpg,0.59,2.17,999.0
201406181633.jpg,0.3,2.19,308.0
201406181934.jpg,0.58,2.61,999.0
201406182133.jpg,0.68,3.73,999.0
201406191133.jpg,0.37,2.9,297.0
201406191333.jpg,0.35,3.45,64.0
201406191633.jpg,0.43,3.4,9.0
201406191934.jpg,0.31,3.13,359.0
201406192134.jpg,0.27,3.25,999.0
201406201133.jpg,0.18,99.0,250.0
201406201334.jpg,0.12,99.0,-1.0
201406201633.jpg,0.12,99.0,338.0
201406201933.jpg,0.35,99.0,28.0
201406202134.jpg,0.36,99.0,999.0
201406211133.jpg,0.28,99.0,999.0
201406211333.jpg,0.23,99.0,11.0
201406211633.jpg,0.17,99.0,999.0
201406211933.jpg,0.41,99.0,999.0
201406212133.jpg,0.39,99.0,165.0
201406221133.jpg,0.28,99.0,4.0
201406221433.jpg,0.26,99.0,16.0
201406221633.jpg,0.24,99.0,33.0
201406221933.jpg,0.24,99.0,28.0
201406222134.jpg,0.22,99.0,19.0
201406231133.jpg,0.12,99.0,313.0
201406231304.jpg,0.11,99.0,999.0
201406231633.jpg,0.12,99.0,168.0
201406231934.jpg,0.17,2.18,999.0
201406232134.jpg,0.14,2.35,999.0
201406241133.jpg,0.12,1.57,999.0
201406241334.jpg,0.12,4.57,999.0
201406241633.jpg,0.12,2.42,50.0
201406241934.jpg,0.08,2.26,999.0
201406242134.jpg,0.09,1.54,-1.0
201406251133.jpg,0.35,3.0,20.0
201406251334.jpg,0.38,3.08,332.0
201406251634.jpg,0.49,3.72,999.0
201406251934.jpg,0.56,3.61,999.0
201406252134.jpg,0.67,3.84,25.0
201406261133.jpg,0.42,4.38,7.0
201406261334.jpg,0.37,4.09,111.0
201406261633.jpg,0.32,3.97,79.0
201406261933.jpg,0.35,3.41,18.0
201406262134.jpg,0.32,3.65,3.0
201406271134.jpg,0.31,1.79,144.0
201406271334.jpg,0.27,1.62,173.0
201406271633.jpg,0.23,1.61,0.0
201406271934.jpg,0.22,1.7,120.0
201406272134.jpg,0.15,1.54,999.0
201406281133.jpg,0.25,1.75,197.0
201406281334.jpg,0.27,1.74,999.0
201406281633.jpg,0.35,2.02,171.0
201406281933.jpg,0.36,1.92,173.0
201406282134.jpg,0.26,1.61,217.0
201406291133.jpg,0.37,2.74,999.0
201406291334.jpg,0.34,2.4,253.0
201406291604.jpg,0.26,2.56,253.0
201406291933.jpg,0.35,2.34,272.0
201406292134.jpg,0.37,1.99,216.0
201406301134.jpg,0.35,2.92,265.0
201406301334.jpg,0.47,2.38,260.0
201406301635.jpg,0.4,2.44,999.0
201406301934.jpg,0.29,2.7,240.0
201406302134.jpg,0.57,2.62,999.0
201407011133.jpg,0.4,2.8,266.0
201407011304.jpg,0.34,2.67,275.0
201407011634.jpg,0.74,3.24,277.0
201407011934.jpg,0.64,3.76,263.0
201407012134.jpg,0.51,3.58,270.0
201407021134.jpg,0.52,3.36,307.0
201407021334.jpg,0.37,3.39,283.0
201407021634.jpg,0.55,3.07,328.0
201407021934.jpg,0.91,4.05,66.0
201407022134.jpg,0.81,4.24,310.0
201407031134.jpg,0.59,4.41,330.0
201407031334.jpg,0.52,3.85,47.0
201407031634.jpg,0.43,3.65,12.0
201407031934.jpg,0.31,3.74,48.0
201407032134.jpg,0.25,3.85,91.0
201407041134.jpg,0.32,3.06,309.0
201407041334.jpg,0.25,2.88,332.0
201407041634.jpg,0.35,2.26,18.0
201407041904.jpg,0.41,2.57,-1.0
201407042134.jpg,0.33,2.67,32.0
