id,H,T,MWDIR
201504161333.jpg,0.01,10.81,16.0
201504161833.jpg,0.01,6.36,77.0
201504162034.jpg,0.01,7.66,11.0
201504171333.jpg,0.16,7.68,312.0
201504171833.jpg,0.06,3.17,-1.0
201504181333.jpg,0.39,2.62,332.0
201504181833.jpg,1.08,5.18,333.0
201504182033.jpg,1.1,5.92,348.0
201504191333.jpg,0.6,4.51,350.0
201504191834.jpg,0.54,3.38,999.0
201504192033.jpg,0.34,2.81,55.0
201504201333.jpg,1.44,4.76,314.0
201504201833.jpg,1.41,5.06,317.0
201504202033.jpg,1.62,4.87,296.0
201504211334.jpg,1.69,5.09,999.0
201504211834.jpg,1.91,5.0,999.0
201504212034.jpg,1.41,5.16,328.0
201504221333.jpg,1.41,5.37,341.0
201504221833.jpg,0.92,5.37,1.0
201504222033.jpg,0.9,5.39,359.0
201504231334.jpg,0.42,4.32,999.0
201504231833.jpg,0.56,5.6,112.0
201504241334.jpg,0.15,99.0,53.0
201504241833.jpg,0.71,2.75,999.0
201504242034.jpg,0.91,3.42,269.0
201504251333.jpg,0.51,3.65,80.0
201504251833.jpg,0.51,3.21,46.0
201504252033.jpg,0.52,3.41,999.0
201504261334.jpg,0.75,5.06,999.0
201504261833.jpg,1.35,4.45,30.0
201504262034.jpg,0.8,4.26,999.0
201504271333.jpg,1.15,4.61,999.0
201504271833.jpg,0.89,4.91,23.0
201504272034.jpg,0.98,5.12,21.0
201504281334.jpg,0.3,3.76,352.0
201504281833.jpg,0.25,3.26,999.0
201504282034.jpg,0.24,3.2,-1.0
201504291334.jpg,0.33,2.19,5.0
201504291833.jpg,0.36,2.82,355.0
201504292034.jpg,0.41,3.16,999.0
201504301333.jpg,1.2,5.32,16.0
201504301833.jpg,1.0,4.78,19.0
201504302033.jpg,0.86,4.86,999.0
201505011334.jpg,0.39,4.06,53.0
201505011833.jpg,0.24,3.35,1.0
201505012034.jpg,0.19,3.47,999.0
201505021334.jpg,0.15,2.33,130.0
201505021833.jpg,0.14,99.0,999.0
201505022033.jpg,0.09,99.0,999.0
201505031334.jpg,0.37,2.45,229.0
201505031833.jpg,0.23,2.13,253.0
201505032033.jpg,0.2,2.12,246.0
201505041334.jpg,0.12,2.13,999.0
201505041834.jpg,0.22,99.0,84.0
201505042034.jpg,0.21,99.0,77.0
201505051333.jpg,0.44,3.19,17.0
201505051833.jpg,0.49,3.53,8.0
201505052034.jpg,0.38,3.77,44.0
201505061333.jpg,0.17,2.09,17.0
201505061834.jpg,0.21,2.2,999.0
201505062033.jpg,0.22,2.06,999.0
201505071334.jpg,0.18,99.0,193.0
201505071833.jpg,0.39,2.18,240.0
201505072033.jpg,0.26,2.34,249.0
201505081334.jpg,0.11,99.0,-1.0
201505081833.jpg,0.18,2.35,999.0
201505082034.jpg,0.24,99.0,242.0
201505091333.jpg,0.95,4.77,330.0
201505091833.jpg,0.95,5.31,319.0
201505092033.jpg,0.87,5.73,352.0
201505101333.jpg,0.93,5.6,9.0
201505101833.jpg,0.78,5.73,338.0
201505102033.jpg,0.79,5.39,1.0
201505111333.jpg,0.33,5.28,333.0
201505111833.jpg,0.62,3.31,999.0
201505112033.jpg,0.82,3.17,999.0
201505121334.jpg,1.11,4.47,314.0
201505121833.jpg,0.58,4.32,201.0
201505122034.jpg,0.48,4.16,41.0
201505131334.jpg,0.8,4.22,9.0
201505131833.jpg,0.68,4.06,999.0
201505132034.jpg,0.64,3.9,-1.0
201505141334.jpg,0.36,2.02,999.0
201505141833.jpg,0.39,2.03,118.0
201505142034.jpg,0.3,99.0,145.0
201505151334.jpg,0.15,2.39,242.0
201505151833.jpg,0.11,2.27,999.0
201505152033.jpg,0.1,2.24,999.0
201505161333.jpg,0.13,99.0,999.0
201505161833.jpg,0.18,99.0,-1.0
201505162034.jpg,0.1,99.0,334.0
201505171333.jpg,0.57,2.57,999.0
201505171833.jpg,0.52,2.55,232.0
201505172033.jpg,0.42,2.24,46.0
201505181334.jpg,0.2,2.12,228.0
201505181833.jpg,0.85,3.4,999.0
201505182034.jpg,0.68,4.0,999.0
201505191334.jpg,0.49,3.78,23.0
201505191833.jpg,0.61,3.03,999.0
201505192033.jpg,0.61,3.29,70.0
201505201334.jpg,0.99,3.9,999.0
201505201833.jpg,1.54,4.41,62.0
201505202033.jpg,1.02,4.3,37.0
201505211333.jpg,0.36,3.16,999.0
201505211633.jpg,0.18,3.14,332.0
201505211833.jpg,0.12,3.1,324.0
201505212033.jpg,0.11,2.77,999.0
201505221334.jpg,0.61,2.91,-1.0
201505221634.jpg,0.6,3.16,16.0
201505221833.jpg,0.56,3.28,60.0
201505222033.jpg,0.57,3.27,29.0
201505231334.jpg,0.16,99.0,999.0
201505231633.jpg,0.18,2.29,114.0
201505231833.jpg,0.2,99.0,44.0
201505232033.jpg,0.19,99.0,85.0
201505241334.jpg,0.14,99.0,171.0
201505241633.jpg,0.28,99.0,135.0
201505241833.jpg,0.16,99.0,999.0
201505242033.jpg,0.22,99.0,204.0
201505251334.jpg,1.08,3.58,999.0
201505251634.jpg,0.69,3.73,260.0
201505251834.jpg,0.44,3.31,261.0
201505252034.jpg,0.32,3.0,261.0
201505261334.jpg,0.48,2.23,200.0
201505261633.jpg,0.6,3.15,999.0
201505261833.jpg,0.48,2.74,253.0
201505262033.jpg,0.87,3.8,266.0
201505271334.jpg,0.36,2.84,244.0
201505271634.jpg,0.44,3.48,285.0
201505271833.jpg,0.27,3.05,302.0
