id,H,T,MWDIR
201904021433.jpg,0.0,6.83,235.0
201904171733.jpg,0.46,2.41,191.0
201904171933.jpg,0.33,2.13,231.0
201904172133.jpg,0.63,2.48,999.0
201904181433.jpg,0.27,99.0,2.0
201904181733.jpg,0.31,2.26,336.0
201904181933.jpg,0.38,2.48,15.0
201904182133.jpg,0.37,2.62,39.0
201904191433.jpg,2.43,6.56,5.0
201904191733.jpg,2.73,6.33,999.0
201904191933.jpg,2.47,6.74,341.0
201904192133.jpg,2.51,6.99,18.0
201904201433.jpg,1.82,5.38,345.0
201904201733.jpg,1.81,5.75,13.0
201904201933.jpg,1.25,5.26,357.0
201904202133.jpg,1.02,5.45,237.0
201904211433.jpg,0.15,4.1,179.0
201904211733.jpg,0.22,2.36,999.0
201904211933.jpg,0.32,99.0,197.0
201904212133.jpg,0.23,99.0,194.0
201904221733.jpg,0.51,2.7,205.0
201904221933.jpg,0.35,2.66,246.0
201904222133.jpg,0.2,2.15,252.0
201904231433.jpg,0.43,6.65,5.0
201904231733.jpg,0.85,6.15,6.0
201904231933.jpg,0.81,6.52,26.0
201904232133.jpg,0.74,6.64,12.0
201904241433.jpg,0.32,5.3,304.0
201904241733.jpg,0.29,4.48,49.0
201904241933.jpg,0.25,4.83,238.0
201904242133.jpg,0.22,4.61,190.0
201904251733.jpg,0.11,99.0,55.0
201904251933.jpg,0.11,99.0,999.0
201904252133.jpg,0.09,99.0,50.0
201904261433.jpg,0.83,5.07,57.0
201904261733.jpg,0.42,2.37,21.0
201904261933.jpg,0.58,4.54,222.0
201904262133.jpg,0.58,4.6,999.0
201904271433.jpg,0.59,4.67,167.0
201904271733.jpg,1.15,6.98,999.0
201904271933.jpg,1.81,4.93,32.0
201904272133.jpg,2.39,5.69,44.0
201904281433.jpg,0.93,5.45,0.0
201904281733.jpg,0.76,4.63,999.0
201904281933.jpg,0.7,4.5,999.0
201904282133.jpg,0.79,3.46,41.0
201904291433.jpg,0.49,2.78,999.0
201904291733.jpg,0.22,2.03,154.0
201904291933.jpg,0.2,2.03,128.0
201904292133.jpg,0.18,2.39,297.0
201904301433.jpg,0.49,3.73,999.0
201904301733.jpg,0.57,3.0,210.0
201904301933.jpg,0.66,3.06,999.0
201904302133.jpg,0.83,3.15,999.0
201905011733.jpg,0.44,2.24,42.0
201905011933.jpg,0.49,2.52,67.0
201905012134.jpg,0.33,2.23,230.0
201905021433.jpg,0.75,3.54,6.0
201905021733.jpg,1.02,4.05,999.0
201906121833.jpg,0.44,2.99,267.0
201906121933.jpg,0.31,2.97,270.0
201906122033.jpg,0.37,2.8,277.0
201906122133.jpg,0.34,2.73,283.0
201906131333.jpg,2.3,7.24,10.0
201906131433.jpg,2.15,7.05,999.0
201906131633.jpg,1.85,6.53,354.0
201906131833.jpg,1.67,6.84,33.0
201906131933.jpg,1.34,6.83,12.0
201906132033.jpg,1.15,6.68,358.0
201906132133.jpg,1.15,6.32,3.0
201906141333.jpg,0.62,3.09,999.0
201906141433.jpg,0.7,3.12,999.0
201906141535.jpg,0.69,3.13,250.0
201906141633.jpg,0.77,3.25,999.0
201906141733.jpg,0.63,3.23,252.0
201906141833.jpg,0.75,3.2,999.0
201906141933.jpg,0.74,3.27,999.0
201906142033.jpg,0.88,3.62,268.0
201906142133.jpg,0.87,3.72,999.0
201906142233.jpg,1.13,3.72,999.0
201906150033.jpg,0.57,3.83,243.0
201906151033.jpg,0.49,2.98,999.0
201906151133.jpg,0.44,2.93,256.0
201906151233.jpg,0.29,2.14,244.0
201906151433.jpg,0.21,2.27,999.0
201906151533.jpg,0.19,2.16,205.0
201906151633.jpg,0.17,2.24,232.0
201906151733.jpg,0.15,2.52,296.0
201906151834.jpg,0.14,2.13,232.0
201906151933.jpg,0.13,99.0,258.0
201906152033.jpg,0.11,99.0,270.0
201906152133.jpg,0.09,99.0,268.0
201906152233.jpg,0.08,99.0,999.0
201906160033.jpg,0.26,99.0,239.0
201906161133.jpg,0.47,99.0,302.0
201906161233.jpg,0.41,2.14,308.0
201906161333.jpg,0.43,3.84,999.0
201906161433.jpg,0.52,3.86,999.0
201906161533.jpg,0.51,4.0,346.0
201906161633.jpg,0.6,4.25,352.0
201906161734.jpg,0.83,4.52,341.0
201906161833.jpg,0.86,4.8,4.0
201906161933.jpg,0.98,4.42,6.0
201906162033.jpg,1.0,4.58,310.0
201906162133.jpg,0.87,4.73,348.0
201906162233.jpg,0.73,4.25,999.0
201906170033.jpg,0.73,4.32,349.0
201906171033.jpg,0.47,3.65,358.0
201906171133.jpg,0.46,3.68,320.0
201906171233.jpg,0.43,3.17,332.0
201906171333.jpg,0.41,3.78,999.0
201906171433.jpg,0.41,4.04,6.0
201906171533.jpg,0.39,3.44,328.0
201906171633.jpg,0.37,3.11,333.0
201906171733.jpg,0.38,2.9,330.0
201906171833.jpg,0.35,2.85,341.0
201906171934.jpg,0.35,3.02,23.0
201906172033.jpg,0.34,2.85,999.0
201906172133.jpg,0.34,2.93,336.0
201906172233.jpg,0.36,2.89,999.0
201906180033.jpg,0.31,3.02,5.0
201906181233.jpg,0.22,2.96,999.0
201906181333.jpg,0.25,2.41,37.0
201906181433.jpg,0.24,2.22,999.0
201906181533.jpg,0.21,2.27,24.0
201906181633.jpg,0.19,2.24,28.0
201906181733.jpg,0.19,2.13,999.0
201906181833.jpg,0.19,2.22,28.0
201906181933.jpg,0.18,2.21,43.0
201906182033.jpg,0.18,2.31,310.0
201906182133.jpg,0.15,2.28,999.0
201906191033.jpg,0.14,99.0,17.0
201906191433.jpg,0.4,2.89,37.0
201906191533.jpg,0.49,2.86,248.0
201906191604.jpg,0.55,2.85,16.0
201906191704.jpg,0.77,3.35,999.0
201906192133.jpg,0.88,4.38,39.0
201906200033.jpg,0.98,4.5,25.0
201906201033.jpg,1.69,4.91,343.0
201906201133.jpg,1.94,5.04,999.0
201906201203.jpg,1.61,5.04,352.0
201906201333.jpg,1.41,5.06,345.0
201906201433.jpg,1.54,4.76,327.0
201906201534.jpg,1.49,4.85,999.0
201906201633.jpg,1.2,4.97,303.0
201906201733.jpg,1.12,4.98,35.0
201906201833.jpg,1.03,4.99,318.0
201906201933.jpg,0.9,4.43,11.0
201906202033.jpg,0.86,5.05,330.0
