id,H,T,MWDIR
201805071534.jpg,0.25,4.03,343.0
201805071634.jpg,0.24,3.95,345.0
201805071734.jpg,0.2,3.8,35.0
201805071834.jpg,0.19,3.89,6.0
201805071934.jpg,0.17,3.89,28.0
201805072034.jpg,0.16,3.88,331.0
201805072134.jpg,0.15,3.84,247.0
201805072234.jpg,0.13,3.71,999.0
201805080034.jpg,0.12,3.61,999.0
201805081234.jpg,0.07,99.0,999.0
201805081334.jpg,0.06,99.0,21.0
201805081434.jpg,0.07,99.0,999.0
201805081534.jpg,0.05,99.0,999.0
201805081634.jpg,0.08,99.0,333.0
201805081734.jpg,0.06,99.0,999.0
201805081834.jpg,0.08,99.0,187.0
201805081934.jpg,0.05,99.0,999.0
201805082034.jpg,0.06,99.0,999.0
201805082134.jpg,0.08,99.0,999.0
201805082234.jpg,0.06,2.36,344.0
201805090034.jpg,0.06,2.55,999.0
201805091234.jpg,0.43,2.2,171.0
201805091434.jpg,0.72,3.04,236.0
201805091534.jpg,0.92,3.16,122.0
201805091634.jpg,0.98,3.16,999.0
201805091734.jpg,0.62,3.16,999.0
201805091834.jpg,0.44,3.23,999.0
201805091934.jpg,0.49,2.74,262.0
201805092034.jpg,0.51,3.09,266.0
201805092134.jpg,0.52,3.75,265.0
201805092234.jpg,0.44,3.31,283.0
201805100034.jpg,0.25,2.85,290.0
201805101234.jpg,0.18,99.0,999.0
201805101334.jpg,0.18,99.0,348.0
201805102233.jpg,0.18,99.0,42.0
201805111333.jpg,0.88,4.84,271.0
201805111433.jpg,0.95,5.07,999.0
201805111533.jpg,0.85,5.58,299.0
201805111633.jpg,0.77,5.19,266.0
201805111733.jpg,0.74,4.72,69.0
201805111833.jpg,0.81,4.61,194.0
201805111933.jpg,0.75,4.7,357.0
201805112033.jpg,0.83,4.49,999.0
201805112133.jpg,0.81,4.48,31.0
201805112233.jpg,0.82,4.56,28.0
201805120033.jpg,0.69,4.38,33.0
201805121033.jpg,0.71,3.77,30.0
201805121103.jpg,0.74,3.96,999.0
201805121233.jpg,0.72,3.71,1.0
201805121303.jpg,0.8,3.71,999.0
201805121433.jpg,0.74,3.79,999.0
201805121533.jpg,0.71,3.83,5.0
201805121633.jpg,0.66,3.89,301.0
201805121733.jpg,0.69,3.68,321.0
201805121833.jpg,0.65,3.81,26.0
201805121933.jpg,0.67,3.55,4.0
201805122033.jpg,0.61,3.81,23.0
201805122133.jpg,0.61,3.63,11.0
201805122233.jpg,0.61,3.9,59.0
201805130033.jpg,0.56,3.48,357.0
201805131033.jpg,0.37,3.72,26.0
201805131133.jpg,0.39,3.53,26.0
201805131233.jpg,0.41,3.29,9.0
201805131333.jpg,0.37,3.38,18.0
201805131433.jpg,0.4,3.46,2.0
201805131533.jpg,0.34,3.41,355.0
201805131633.jpg,0.33,3.41,296.0
201805131733.jpg,0.28,3.13,316.0
201805131833.jpg,0.23,3.18,999.0
201805131933.jpg,0.28,99.0,49.0
201805132033.jpg,0.35,2.24,33.0
201805132133.jpg,0.26,2.55,999.0
201805132233.jpg,0.21,2.45,350.0
201805140033.jpg,0.21,99.0,2.0
201805141033.jpg,0.25,2.67,999.0
201805141133.jpg,0.23,99.0,95.0
201805141233.jpg,0.27,99.0,999.0
201805141333.jpg,0.36,99.0,197.0
201805141433.jpg,0.41,2.16,999.0
201805141533.jpg,0.27,2.24,246.0
201805141633.jpg,0.31,99.0,999.0
201805141733.jpg,0.42,2.44,259.0
201805141833.jpg,0.48,2.38,999.0
201805141933.jpg,0.49,2.88,50.0
201805142033.jpg,0.44,2.9,999.0
201805142103.jpg,0.38,2.67,999.0
